IIT_INV_TYPE|IIT_ADMIN_UNIT|IIT_START_DATE|STD_SIGN_NO|SIGN_STRRM_NO|SZ|WD|HT|SQ_FT_NO|COLOR|STD_SIGN_TYP|SIGN_DESC|SIGN_STD_GRPH|SHOW|MMS_NO
SIGN|S|24-MAR-2015|W8-5-30|405656|30x30|30|30|900|BLK/YLW|WRN|SLIPPERY WHEN WET (SYMBOL)||Y|5656
SIGN|S|24-MAR-2015|W8-5-36|405657|36x36|36|36|1296|BLK/YLW|WRN|SLIPPERY WHEN WET (SYMBOL)||Y|5657
SIGN|S|24-MAR-2015|W8-5-48|405658|48x48|48|48|2304|BLK/YLW|WRN|SLIPPERY WHEN WET (SYMBOL)||Y|5658
SIGN|S|24-MAR-2015|W8-6-36|W8-6|36x36|36|36|1296|BLK/YLW|WRN|TRUCK CROSSING||Y|
SIGN|S|24-MAR-2015|W8-6-48|405627|48x48|48|48|2304|BLK/YLW|WRN|TRUCK CROSSING||Y|5627
SIGN|S|24-MAR-2015|W8-8-36|405660|36x36|36|36|1296|BLK/YLW|WRN|ROUGH ROAD||Y|5660
SIGN|S|24-MAR-2015|W8-8-48|405661|48x48|48|48|2304|BLK/YLW|WRN|ROUGH ROAD||Y|5661
SIGN|S|24-MAR-2015|W9-1L-36|405663|36x36|36|36|1296|BLK/YLW|WRN|LEFT LANE ENDS||Y|5663
SIGN|S|24-MAR-2015|W9-1L-48|405664|48x48|48|48|2304|BLK/YLW|WRN|LEFT LANE ENDS||Y|5664
SIGN|S|24-MAR-2015|W9-1LT-36|W9-1L|36x36|36|36|1296|BLK/YLW|WRN|LEFT LANE ENDS||Y|
SIGN|S|24-MAR-2015|W9-1LT-48|405664|48x48|48|48|2304|BLK/YLW|WRN|LEFT LANE ENDS||Y|5664
SIGN|S|24-MAR-2015|W9-1R-36|405665|36x36|36|36|1296|BLK/YLW|WRN|RIGHT LANE ENDS||Y|5665
SIGN|S|24-MAR-2015|W9-1R-48|405666|48x48|48|48|2304|BLK/YLW|WRN|RIGHT LANE ENDS||Y|5666
SIGN|S|24-MAR-2015|Watercraft-48|Watercraft|96x48|96|48|4608|BLK/WHT|REGLTY|WATERCRAFT STATE LAW REQUIRES INVASIVE SPECIES PERMIT||Y|
SIGN|S|24-MAR-2015|Watercraft-66|Watercraft|120x66|120|66|7920|BLK/WHT|REGLTY|WATERCRAFT STATE LAW REQUIRES INVASIVE SPECIES PERMIT||Y|
